id,station,date,prcp,tobs
2018,USC00519397,2015-09-13,2.8,26.1
2019,USC00519397,2015-09-14,19.6,25.6
2020,USC00519397,2015-09-15,6.6,25.6
2021,USC00519397,2015-09-16,0.3,27.2
2022,USC00519397,2015-09-17,0.0,27.2
2023,USC00519397,2015-09-18,0.5,27.2
2024,USC00519397,2015-09-19,0.5,28.3
2025,USC00519397,2015-09-20,0.0,27.8
2026,USC00519397,2015-09-21,1.8,26.1
2027,USC00519397,2015-09-22,2.3,27.2
2028,USC00519397,2015-09-23,0.3,26.7
2029,USC00519397,2015-09-24,0.0,27.2
2030,USC00519397,2015-09-25,2.0,27.2
2031,USC00519397,2015-09-26,0.8,26.7
2032,USC00519397,2015-09-27,3.8,26.1
2033,USC00519397,2015-09-28,1.0,26.1
2034,USC00519397,2015-09-29,2.8,25.6
2035,USC00519397,2015-09-30,1.0,26.7
2036,USC00519397,2015-10-01,1.3,24.4
2037,USC00519397,2015-10-02,0.8,26.1
2038,USC00519397,2015-10-03,0.0,26.1
2039,USC00519397,2015-10-04,0.0,26.1
2040,USC00519397,2015-10-05,0.0,25.6
2041,USC00519397,2015-10-06,0.0,24.4
2042,USC00519397,2015-10-07,1.0,26.1
2043,USC00519397,2015-10-08,0.0,24.4
2044,USC00519397,2015-10-09,0.0,26.1
2045,USC00519397,2015-10-10,0.0,27.2
2046,USC00519397,2015-10-11,0.0,25.6
2047,USC00519397,2015-10-12,0.8,25.0
2048,USC00519397,2015-10-13,1.0,26.1
2049,USC00519397,2015-10-14,0.3,27.8
2050,USC00519397,2015-10-15,0.3,25.6
2051,USC00519397,2015-10-16,0.0,26.7
2052,USC00519397,2015-10-17,0.0,28.3
2053,USC00519397,2015-10-18,1.0,27.8
2054,USC00519397,2015-10-19,0.0,26.7
2055,USC00519397,2015-10-20,0.3,24.4
2056,USC00519397,2015-10-21,1.5,22.2
2057,USC00519397,2015-10-22,0.3,22.8
2058,USC00519397,2015-10-23,0.0,25.6
2059,USC00519397,2015-10-24,0.0,26.1
2060,USC00519397,2015-10-25,0.0,23.3
2061,USC00519397,2015-10-26,0.0,25.0
2062,USC00519397,2015-10-27,2.8,23.9
2063,USC00519397,2015-10-28,0.3,26.1
2064,USC00519397,2015-10-29,0.0,24.4
2065,USC00519397,2015-10-30,0.0,25.0
2066,USC00519397,2015-10-31,0.0,26.7
2067,USC00519397,2015-11-01,4.8,23.9
2068,USC00519397,2015-11-02,0.3,26.1
2069,USC00519397,2015-11-03,0.0,26.7
2070,USC00519397,2015-11-04,0.5,26.1
2071,USC00519397,2015-11-05,0.8,25.6
2072,USC00519397,2015-11-06,0.3,26.1
2073,USC00519397,2015-11-07,2.5,24.4
2074,USC00519397,2015-11-08,0.5,25.6
2075,USC00519397,2015-11-09,2.8,24.4
2076,USC00519397,2015-11-10,0.0,25.6
2077,USC00519397,2015-11-11,0.0,25.6
2078,USC00519397,2015-11-12,0.3,25.0
2079,USC00519397,2015-11-13,0.0,24.4
2080,USC00519397,2015-11-14,4.3,25.6
2081,USC00519397,2015-11-15,0.5,25.0
2082,USC00519397,2015-11-16,0.0,25.0
2083,USC00519397,2015-11-17,0.0,21.1
2084,USC00519397,2015-11-18,0.5,25.0
2085,USC00519397,2015-11-19,0.0,26.1
2086,USC00519397,2015-11-20,39.9,22.8
2087,USC00519397,2015-11-21,21.6,23.9
2088,USC00519397,2015-11-22,8.4,23.9
2089,USC00519397,2015-11-23,15.7,24.4
2090,USC00519397,2015-11-24,19.0,21.7
2091,USC00519397,2015-11-25,0.3,24.4
2092,USC00519397,2015-11-26,9.1,24.4
2093,USC00519397,2015-11-27,2.8,25.0
2094,USC00519397,2015-11-28,0.5,25.0
2095,USC00519397,2015-11-29,0.8,24.4
2096,USC00519397,2015-11-30,0.3,25.0
2097,USC00519397,2015-12-01,0.0,23.9
2098,USC00519397,2015-12-02,0.0,25.0
2099,USC00519397,2015-12-03,1.5,23.9
2100,USC00519397,2015-12-04,0.5,23.9
2101,USC00519397,2015-12-05,0.0,23.9
2102,USC00519397,2015-12-06,0.0,23.9
2103,USC00519397,2015-12-07,0.0,21.7
2104,USC00519397,2015-12-08,0.0,21.1
2105,USC00519397,2015-12-09,0.0,23.3
2106,USC00519397,2015-12-10,1.5,23.3
2107,USC00519397,2015-12-11,0.0,23.9
2108,USC00519397,2015-12-12,9.9,22.2
2109,USC00519397,2015-12-13,0.0,21.1
2110,USC00519397,2015-12-14,0.0,18.9
2111,USC00519397,2015-12-15,2.0,23.3
2112,USC00519397,2015-12-16,0.0,23.9
2113,USC00519397,2015-12-17,0.5,23.3
2114,USC00519397,2015-12-18,2.0,23.9
2115,USC00519397,2015-12-19,3.3,24.4
2116,USC00519397,2015-12-20,0.8,23.3
2117,USC00519397,2015-12-21,0.3,23.9
2118,USC00519397,2015-12-22,0.0,23.3
2119,USC00519397,2015-12-23,0.0,22.8
2120,USC00519397,2015-12-24,0.0,20.0
2121,USC00519397,2015-12-25,0.0,22.8
2122,USC00519397,2015-12-26,0.5,23.3
2123,USC00519397,2015-12-27,10.9,23.3
2124,USC00519397,2015-12-28,0.3,25.0
2125,USC00519397,2015-12-29,0.0,21.1
2126,USC00519397,2015-12-30,0.0,21.1
2127,USC00519397,2015-12-31,0.0,20.6
2128,USC00519397,2016-01-01,0.0,16.7
2129,USC00519397,2016-01-02,0.0,21.7
2130,USC00519397,2016-01-03,0.0,17.2
2131,USC00519397,2016-01-04,0.0,16.7
2132,USC00519397,2016-01-05,0.0,20.0
2133,USC00519397,2016-01-06,0.0,22.8
2134,USC00519397,2016-01-07,4.6,18.3
2135,USC00519397,2016-01-08,0.3,19.4
2136,USC00519397,2016-01-09,0.8,23.9
2137,USC00519397,2016-01-10,0.3,18.9
2138,USC00519397,2016-01-11,0.0,20.0
2139,USC00519397,2016-01-12,0.0,17.8
2140,USC00519397,2016-01-13,0.0,17.8
2141,USC00519397,2016-01-14,0.0,17.8
2142,USC00519397,2016-01-15,0.0,20.6
2143,USC00519397,2016-01-16,0.3,18.3
2144,USC00519397,2016-01-17,0.0,17.8
2145,USC00519397,2016-01-18,0.0,17.8
2146,USC00519397,2016-01-19,0.0,17.2
2147,USC00519397,2016-01-20,0.0,20.0
2148,USC00519397,2016-01-21,0.0,21.7
2149,USC00519397,2016-01-22,0.0,21.1
2150,USC00519397,2016-01-23,0.0,21.1
2151,USC00519397,2016-01-24,0.0,21.1
2152,USC00519397,2016-01-25,1.0,21.7
2153,USC00519397,2016-01-26,4.1,20.0
2154,USC00519397,2016-01-27,0.3,20.0
2155,USC00519397,2016-01-28,0.0,18.3
2156,USC00519397,2016-01-29,0.0,19.4
2157,USC00519397,2016-01-30,0.0,18.3
2158,USC00519397,2016-01-31,0.0,20.6
2159,USC00519397,2016-02-01,0.0,20.6
2160,USC00519397,2016-02-02,1.5,20.0
2161,USC00519397,2016-02-03,0.0,21.1
2162,USC00519397,2016-02-04,0.0,18.9
2163,USC00519397,2016-02-05,0.0,20.6
2164,USC00519397,2016-02-06,0.0,22.2
2165,USC00519397,2016-02-07,0.5,20.0
2166,USC00519397,2016-02-08,0.3,18.3
2167,USC00519397,2016-02-09,0.0,20.6
2168,USC00519397,2016-02-10,0.0,16.1
2169,USC00519397,2016-02-11,0.0,16.7
2170,USC00519397,2016-02-12,0.5,23.9
2171,USC00519397,2016-02-13,0.0,23.3
2172,USC00519397,2016-02-14,0.0,20.6
2173,USC00519397,2016-02-15,0.0,22.8
2174,USC00519397,2016-02-16,0.5,23.3
2175,USC00519397,2016-02-17,5.3,21.7
2176,USC00519397,2016-02-18,0.5,22.8
2177,USC00519397,2016-02-19,0.8,18.9
2178,USC00519397,2016-02-20,0.3,18.9
2179,USC00519397,2016-02-21,0.0,22.8
2180,USC00519397,2016-02-22,0.0,17.2
2181,USC00519397,2016-02-23,0.0,17.8
2182,USC00519397,2016-02-24,0.0,19.4
2183,USC00519397,2016-02-25,0.0,18.9
2184,USC00519397,2016-02-26,0.0,20.0
2185,USC00519397,2016-02-27,0.0,20.6
2186,USC00519397,2016-02-28,0.0,20.0
2187,USC00519397,2016-02-29,0.0,21.7
2188,USC00519397,2016-03-01,0.0,22.8
2189,USC00519397,2016-03-02,0.0,20.0
2190,USC00519397,2016-03-03,0.0,18.9
2191,USC00519397,2016-03-04,0.0,18.3
2192,USC00519397,2016-03-05,0.0,18.9
2193,USC00519397,2016-03-06,0.0,20.0
2194,USC00519397,2016-03-07,0.0,20.6
2195,USC00519397,2016-03-08,0.0,24.4
2196,USC00519397,2016-03-09,4.8,20.0
2197,USC00519397,2016-03-10,0.0,21.1
2198,USC00519397,2016-03-11,0.0,21.7
2199,USC00519397,2016-03-12,0.0,22.8
2200,USC00519397,2016-03-13,0.0,23.3
2201,USC00519397,2016-03-14,0.0,22.2
2202,USC00519397,2016-03-15,2.0,18.9
2203,USC00519397,2016-03-16,1.3,22.2
2204,USC00519397,2016-03-17,0.0,21.1
2205,USC00519397,2016-03-18,0.0,20.6
2206,USC00519397,2016-03-19,0.0,21.7
2207,USC00519397,2016-03-20,0.0,22.8
2208,USC00519397,2016-03-21,0.0,23.3
2209,USC00519397,2016-03-22,0.0,21.1
2210,USC00519397,2016-03-23,0.0,21.1
2211,USC00519397,2016-03-24,0.0,22.2
2212,USC00519397,2016-03-25,0.3,22.8
2213,USC00519397,2016-03-26,2.3,20.0
2214,USC00519397,2016-03-27,0.3,20.0
2215,USC00519397,2016-03-28,0.0,21.1
2216,USC00519397,2016-03-29,2.3,22.8
2217,USC00519397,2016-03-30,0.3,21.1
2218,USC00519397,2016-03-31,0.0,21.7
2219,USC00519397,2016-04-01,0.0,25.0
2220,USC00519397,2016-04-02,0.0,22.2
2221,USC00519397,2016-04-03,0.0,23.9
2222,USC00519397,2016-04-04,0.0,22.2
2223,USC00519397,2016-04-05,0.0,23.3
2224,USC00519397,2016-04-06,0.3,22.2
2225,USC00519397,2016-04-07,0.0,22.8
2226,USC00519397,2016-04-08,0.0,24.4
2227,USC00519397,2016-04-09,0.0,24.4
2228,USC00519397,2016-04-10,0.0,25.6
2229,USC00519397,2016-04-11,0.3,23.9
2230,USC00519397,2016-04-12,0.0,24.4
2231,USC00519397,2016-04-13,0.3,25.0
2232,USC00519397,2016-04-14,0.0,25.0
2233,USC00519397,2016-04-15,0.0,25.6
2234,USC00519397,2016-04-16,0.0,26.7
2235,USC00519397,2016-04-17,4.3,21.1
2236,USC00519397,2016-04-18,3.8,22.2
2237,USC00519397,2016-04-19,0.0,22.8
2238,USC00519397,2016-04-20,0.0,23.9
2239,USC00519397,2016-04-21,0.0,24.4
2240,USC00519397,2016-04-22,0.0,25.0
2241,USC00519397,2016-04-23,1.3,23.9
2242,USC00519397,2016-04-24,1.3,25.0
2243,USC00519397,2016-04-25,0.0,25.0
2244,USC00519397,2016-04-26,0.0,25.0
2245,USC00519397,2016-04-27,0.0,24.4
2246,USC00519397,2016-04-28,0.0,25.6
2247,USC00519397,2016-04-29,0.0,25.6
2248,USC00519397,2016-04-30,0.0,24.4
2249,USC00519397,2016-05-01,0.0,25.0
2250,USC00519397,2016-05-02,0.0,24.4
2251,USC00519397,2016-05-03,0.3,25.6
2252,USC00519397,2016-05-04,0.0,25.0
2253,USC00519397,2016-05-05,3.3,24.4
2254,USC00519397,2016-05-06,0.0,24.4
2255,USC00519397,2016-05-07,0.8,22.8
2256,USC00519397,2016-05-08,0.0,22.8
2257,USC00519397,2016-05-09,0.0,23.3
2258,USC00519397,2016-05-10,0.0,23.9
2259,USC00519397,2016-05-11,0.0,23.9
2260,USC00519397,2016-05-12,0.0,23.3
2261,USC00519397,2016-05-13,0.0,23.9
2262,USC00519397,2016-05-14,0.0,25.0
2263,USC00519397,2016-05-15,0.5,25.6
2264,USC00519397,2016-05-16,0.0,25.0
2265,USC00519397,2016-05-17,0.0,25.6
2266,USC00519397,2016-05-18,0.0,26.1
2267,USC00519397,2016-05-19,0.0,25.6
2268,USC00519397,2016-05-20,0.3,25.0
2269,USC00519397,2016-05-21,0.8,24.4
2270,USC00519397,2016-05-22,0.0,25.6
2271,USC00519397,2016-05-23,0.0,26.1
2272,USC00519397,2016-05-24,0.0,25.0
2273,USC00519397,2016-05-25,0.0,25.0
2274,USC00519397,2016-05-26,1.5,24.4
2275,USC00519397,2016-05-27,0.0,26.1
2276,USC00519397,2016-05-28,2.5,23.9
2277,USC00519397,2016-05-29,13.7,22.8
2278,USC00519397,2016-05-30,4.1,21.7
2279,USC00519397,2016-05-31,1.3,23.3
2280,USC00519397,2016-06-01,1.5,24.4
2281,USC00519397,2016-06-02,0.0,21.7
2282,USC00519397,2016-06-03,0.0,21.7
2283,USC00519397,2016-06-04,0.0,23.3
2284,USC00519397,2016-06-05,0.0,24.4
2285,USC00519397,2016-06-06,0.0,25.6
2286,USC00519397,2016-06-07,0.3,25.0
2287,USC00519397,2016-06-08,0.0,25.0
2288,USC00519397,2016-06-09,0.3,22.8
2289,USC00519397,2016-06-10,1.3,25.0
2290,USC00519397,2016-06-11,0.0,25.6
2291,USC00519397,2016-06-12,0.3,25.6
2292,USC00519397,2016-06-13,0.0,26.7
2293,USC00519397,2016-06-14,0.0,26.1
2294,USC00519397,2016-06-15,0.3,25.6
2295,USC00519397,2016-06-16,0.5,25.0
2296,USC00519397,2016-06-17,0.5,24.4
2297,USC00519397,2016-06-18,0.0,25.0
2298,USC00519397,2016-06-19,0.3,25.0
2299,USC00519397,2016-06-20,0.3,25.6
2300,USC00519397,2016-06-21,0.0,26.7
2301,USC00519397,2016-06-22,0.0,26.1
2302,USC00519397,2016-06-23,0.0,26.1
2303,USC00519397,2016-06-24,0.3,25.0
2304,USC00519397,2016-06-25,0.8,25.6
2305,USC00519397,2016-06-26,0.3,26.1
2306,USC00519397,2016-06-27,0.3,26.7
2307,USC00519397,2016-06-28,0.0,24.4
2308,USC00519397,2016-06-29,0.0,26.1
2309,USC00519397,2016-06-30,0.0,26.7
2310,USC00519397,2016-07-01,0.0,26.1
2311,USC00519397,2016-07-02,0.0,26.1
2312,USC00519397,2016-07-03,0.0,25.0
2313,USC00519397,2016-07-04,1.0,26.1
2314,USC00519397,2016-07-05,0.5,25.6
2315,USC00519397,2016-07-06,0.5,25.6
2316,USC00519397,2016-07-07,0.3,26.7
2317,USC00519397,2016-07-08,0.0,26.7
2318,USC00519397,2016-07-09,0.0,26.7
2319,USC00519397,2016-07-10,0.5,25.6
2320,USC00519397,2016-07-11,0.0,22.2
2321,USC00519397,2016-07-12,0.0,26.7
2322,USC00519397,2016-07-13,0.0,26.1
2323,USC00519397,2016-07-14,0.0,26.1
2324,USC00519397,2016-07-15,11.7,25.6
2325,USC00519397,2016-07-16,0.8,25.6
2326,USC00519397,2016-07-17,0.0,25.6
2327,USC00519397,2016-07-18,31.8,24.4
2328,USC00519397,2016-07-19,0.8,25.6
2329,USC00519397,2016-07-20,0.0,25.6
2330,USC00519397,2016-07-21,1.0,25.6
2331,USC00519397,2016-07-22,0.5,24.4
2332,USC00519397,2016-07-23,0.0,25.6
2333,USC00519397,2016-07-24,3.3,26.1
2334,USC00519397,2016-07-25,106.7,25.6
2335,USC00519397,2016-07-26,0.0,26.7
2336,USC00519397,2016-07-27,0.0,26.7
2337,USC00519397,2016-07-28,0.0,26.7
2338,USC00519397,2016-07-29,0.0,26.1
2339,USC00519397,2016-07-30,0.0,25.6
2340,USC00519397,2016-07-31,1.5,24.4
2341,USC00519397,2016-08-01,2.0,25.0
2342,USC00519397,2016-08-02,1.3,25.6
2343,USC00519397,2016-08-03,0.0,26.7
2344,USC00519397,2016-08-04,1.0,26.7
2345,USC00519397,2016-08-05,0.3,26.7
2346,USC00519397,2016-08-06,0.0,26.7
2347,USC00519397,2016-08-07,9.9,25.0
2348,USC00519397,2016-08-08,0.5,27.2
2349,USC00519397,2016-08-09,0.0,26.7
2350,USC00519397,2016-08-10,0.0,26.7
2351,USC00519397,2016-08-11,0.0,26.7
2352,USC00519397,2016-08-12,0.0,26.1
2353,USC00519397,2016-08-13,0.0,26.1
2354,USC00519397,2016-08-14,0.0,26.1
2355,USC00519397,2016-08-15,0.0,26.1
2356,USC00519397,2016-08-16,0.0,26.7
2357,USC00519397,2016-08-17,0.0,25.6
2358,USC00519397,2016-08-18,0.0,26.7
2359,USC00519397,2016-08-19,1.0,25.0
2360,USC00519397,2016-08-20,0.0,26.7
2361,USC00519397,2016-08-21,3.0,24.4
2362,USC00519397,2016-08-22,10.2,25.0
2363,USC00519397,2016-08-23,0.0,27.2
2364,USC00519397,2016-08-24,2.0,26.1
2365,USC00519397,2016-08-25,2.0,26.7
2366,USC00519397,2016-08-26,0.0,26.1
2367,USC00519397,2016-08-27,0.0,25.0
2368,USC00519397,2016-08-28,0.3,25.6
2369,USC00519397,2016-08-29,0.0,25.6
2370,USC00519397,2016-08-30,0.0,26.1
2371,USC00519397,2016-08-31,3.3,26.7
2372,USC00519397,2016-09-01,0.0,27.2
2373,USC00519397,2016-09-02,0.0,26.7
2374,USC00519397,2016-09-03,0.0,26.1
2375,USC00519397,2016-09-04,0.8,23.9
2376,USC00519397,2016-09-05,,26.1
2377,USC00519397,2016-09-06,,24.4
2378,USC00519397,2016-09-07,1.3,24.4
2379,USC00519397,2016-09-08,0.0,26.7
2380,USC00519397,2016-09-09,0.8,26.1
2381,USC00519397,2016-09-10,0.0,25.6
2382,USC00519397,2016-09-11,1.3,24.4
2383,USC00519397,2016-09-12,0.0,25.6
2384,USC00519397,2016-09-13,0.5,25.6
2385,USC00519397,2016-09-14,33.5,23.9
2386,USC00519397,2016-09-15,10.7,26.1
2387,USC00519397,2016-09-16,1.5,26.7
2388,USC00519397,2016-09-17,1.3,26.1
2389,USC00519397,2016-09-18,0.0,27.2
2390,USC00519397,2016-09-19,0.0,25.0
2391,USC00519397,2016-09-20,0.0,25.0
2392,USC00519397,2016-09-21,0.0,25.6
2393,USC00519397,2016-09-22,0.5,24.4
2394,USC00519397,2016-09-23,0.0,27.8
2395,USC00519397,2016-09-24,0.0,27.2
2396,USC00519397,2016-09-25,0.0,25.6
2397,USC00519397,2016-09-26,1.5,26.7
2398,USC00519397,2016-09-27,0.5,26.7
2399,USC00519397,2016-09-28,0.0,26.1
2400,USC00519397,2016-09-29,0.0,26.7
2401,USC00519397,2016-09-30,0.0,26.7
2402,USC00519397,2016-10-01,0.0,26.7
2403,USC00519397,2016-10-02,0.0,26.1
2404,USC00519397,2016-10-03,0.0,26.1
2405,USC00519397,2016-10-04,0.0,26.1
2406,USC00519397,2016-10-05,0.0,26.7
2407,USC00519397,2016-10-06,0.0,26.7
2408,USC00519397,2016-10-07,0.0,26.1
2409,USC00519397,2016-10-08,0.0,25.6
2410,USC00519397,2016-10-09,0.0,24.4
2411,USC00519397,2016-10-10,0.0,23.9
2412,USC00519397,2016-10-11,0.0,26.7
2413,USC00519397,2016-10-12,0.0,26.7
2414,USC00519397,2016-10-13,0.0,26.1
2415,USC00519397,2016-10-14,0.0,26.7
2416,USC00519397,2016-10-15,0.0,26.1
2417,USC00519397,2016-10-16,0.0,25.6
2418,USC00519397,2016-10-17,0.3,25.6
2419,USC00519397,2016-10-18,0.0,26.7
2420,USC00519397,2016-10-19,0.0,27.2
2421,USC00519397,2016-10-20,0.0,26.1
2422,USC00519397,2016-10-21,1.3,25.0
2423,USC00519397,2016-10-22,3.8,26.1
2424,USC00519397,2016-10-23,0.3,25.6
2425,USC00519397,2016-10-24,0.0,25.0
2426,USC00519397,2016-10-25,0.8,25.0
2427,USC00519397,2016-10-26,0.0,25.6
2428,USC00519397,2016-10-27,0.0,25.0
2429,USC00519397,2016-10-28,0.0,25.6
2430,USC00519397,2016-10-29,0.0,25.0
2431,USC00519397,2016-10-30,6.1,24.4
2432,USC00519397,2016-10-31,0.8,25.0
2433,USC00519397,2016-11-01,0.0,25.0
2434,USC00519397,2016-11-02,0.0,25.0
2435,USC00519397,2016-11-03,0.0,25.0
2436,USC00519397,2016-11-04,0.0,25.0
2437,USC00519397,2016-11-05,0.0,24.4
2438,USC00519397,2016-11-06,0.0,23.9
2439,USC00519397,2016-11-07,0.0,21.7
2440,USC00519397,2016-11-08,1.8,21.7
2441,USC00519397,2016-11-09,0.0,21.7
2442,USC00519397,2016-11-10,0.0,21.7
2443,USC00519397,2016-11-11,0.0,22.2
2444,USC00519397,2016-11-12,0.0,21.7
2445,USC00519397,2016-11-13,0.0,22.2
2446,USC00519397,2016-11-14,0.0,25.0
2447,USC00519397,2016-11-15,0.0,25.0
2448,USC00519397,2016-11-16,0.0,25.0
2449,USC00519397,2016-11-17,0.0,25.0
2450,USC00519397,2016-11-18,0.0,25.0
2451,USC00519397,2016-11-19,0.8,23.9
2452,USC00519397,2016-11-20,1.3,24.4
2453,USC00519397,2016-11-21,0.3,24.4
2454,USC00519397,2016-11-22,3.3,23.9
2455,USC00519397,2016-11-23,3.6,22.2
2456,USC00519397,2016-11-24,1.3,23.3
2457,USC00519397,2016-11-25,1.3,23.9
2458,USC00519397,2016-11-26,1.3,22.8
2459,USC00519397,2016-11-27,0.0,24.4
2460,USC00519397,2016-11-28,0.3,23.9
2461,USC00519397,2016-11-29,0.0,20.0
2462,USC00519397,2016-11-30,3.6,23.9
2463,USC00519397,2016-12-01,3.0,23.9
2464,USC00519397,2016-12-02,0.8,22.2
2465,USC00519397,2016-12-03,0.0,20.6
2466,USC00519397,2016-12-04,0.8,21.7
2467,USC00519397,2016-12-05,10.9,20.0
2468,USC00519397,2016-12-06,0.5,19.4
2469,USC00519397,2016-12-07,0.0,20.6
2470,USC00519397,2016-12-08,0.8,22.8
2471,USC00519397,2016-12-09,13.2,21.1
2472,USC00519397,2016-12-10,1.3,21.1
2473,USC00519397,2016-12-11,1.0,21.1
2474,USC00519397,2016-12-12,0.3,18.9
2475,USC00519397,2016-12-13,1.3,19.4
2476,USC00519397,2016-12-14,0.8,21.1
2477,USC00519397,2016-12-15,0.0,18.9
2478,USC00519397,2016-12-16,0.0,16.7
2479,USC00519397,2016-12-17,0.3,21.7
2480,USC00519397,2016-12-18,3.3,22.8
2481,USC00519397,2016-12-19,0.3,20.6
2482,USC00519397,2016-12-20,0.0,25.0
2483,USC00519397,2016-12-21,0.0,23.3
2484,USC00519397,2016-12-22,0.3,21.7
2485,USC00519397,2016-12-23,0.3,22.2
2486,USC00519397,2016-12-24,0.3,23.3
2487,USC00519397,2016-12-25,0.0,23.3
2488,USC00519397,2016-12-26,0.5,23.3
2489,USC00519397,2016-12-27,0.0,23.3
2490,USC00519397,2016-12-28,0.5,21.7
2491,USC00519397,2016-12-29,1.0,22.8
2492,USC00519397,2016-12-30,3.0,20.6
2493,USC00519397,2016-12-31,0.3,18.9
2494,USC00519397,2017-01-01,0.0,16.7
2495,USC00519397,2017-01-02,0.0,18.9
2496,USC00519397,2017-01-03,0.0,17.2
2497,USC00519397,2017-01-04,0.0,16.7
2498,USC00519397,2017-01-05,0.0,17.2
2499,USC00519397,2017-01-06,0.0,17.8
2500,USC00519397,2017-01-07,0.0,18.9
2501,USC00519397,2017-01-08,0.0,15.6
2502,USC00519397,2017-01-09,0.0,17.8
2503,USC00519397,2017-01-10,0.0,17.2
2504,USC00519397,2017-01-11,0.0,25.6
2505,USC00519397,2017-01-12,0.0,19.4
2506,USC00519397,2017-01-13,0.0,19.4
2507,USC00519397,2017-01-14,0.0,18.3
2508,USC00519397,2017-01-15,0.0,18.9
2509,USC00519397,2017-01-16,0.0,19.4
2510,USC00519397,2017-01-17,0.0,18.9
2511,USC00519397,2017-01-18,0.0,22.2
2512,USC00519397,2017-01-19,0.0,22.8
2513,USC00519397,2017-01-20,0.0,21.7
2514,USC00519397,2017-01-21,0.0,22.2
2515,USC00519397,2017-01-22,4.1,22.2
2516,USC00519397,2017-01-23,0.0,22.2
2517,USC00519397,2017-01-24,1.0,20.6
2518,USC00519397,2017-01-25,0.8,22.2
2519,USC00519397,2017-01-26,0.0,21.7
2520,USC00519397,2017-01-27,0.0,18.3
2521,USC00519397,2017-01-28,0.0,17.8
2522,USC00519397,2017-01-29,4.6,19.4
2523,USC00519397,2017-01-30,0.0,19.4
2524,USC00519397,2017-01-31,0.0,20.0
2525,USC00519397,2017-02-01,0.0,21.1
2526,USC00519397,2017-02-02,0.0,16.1
2527,USC00519397,2017-02-03,0.0,18.3
2528,USC00519397,2017-02-04,0.0,22.2
2529,USC00519397,2017-02-05,0.0,22.8
2530,USC00519397,2017-02-06,0.0,24.4
2531,USC00519397,2017-02-07,13.0,17.8
2532,USC00519397,2017-02-08,0.0,16.7
2533,USC00519397,2017-02-09,0.0,16.1
2534,USC00519397,2017-02-10,0.0,21.7
2535,USC00519397,2017-02-11,7.9,20.6
2536,USC00519397,2017-02-12,66.5,20.0
2537,USC00519397,2017-02-13,0.3,23.3
2538,USC00519397,2017-02-14,0.0,23.9
2539,USC00519397,2017-02-15,0.0,23.9
2540,USC00519397,2017-02-16,1.8,21.7
2541,USC00519397,2017-02-17,0.0,21.7
2542,USC00519397,2017-02-18,0.0,20.0
2543,USC00519397,2017-02-19,0.0,20.6
2544,USC00519397,2017-02-20,0.0,21.7
2545,USC00519397,2017-02-21,1.5,21.1
2546,USC00519397,2017-02-22,1.5,22.2
2547,USC00519397,2017-02-23,0.3,23.3
2548,USC00519397,2017-02-24,0.0,21.1
2549,USC00519397,2017-02-25,0.8,17.8
2550,USC00519397,2017-02-26,0.0,18.3
2551,USC00519397,2017-02-27,0.0,22.2
2552,USC00519397,2017-02-28,0.0,23.3
2553,USC00519397,2017-03-01,30.2,18.9
2554,USC00519397,2017-03-02,18.5,22.8
2555,USC00519397,2017-03-03,11.9,20.6
2556,USC00519397,2017-03-04,0.0,23.3
2557,USC00519397,2017-03-05,8.9,21.7
2558,USC00519397,2017-03-06,0.0,20.6
2559,USC00519397,2017-03-07,0.0,20.0
2560,USC00519397,2017-03-08,0.0,21.7
2561,USC00519397,2017-03-09,0.0,22.2
2562,USC00519397,2017-03-10,0.0,20.0
2563,USC00519397,2017-03-11,0.0,21.7
2564,USC00519397,2017-03-12,0.0,23.3
2565,USC00519397,2017-03-13,0.0,21.7
2566,USC00519397,2017-03-14,0.0,21.7
2567,USC00519397,2017-03-15,0.0,21.7
2568,USC00519397,2017-03-16,0.0,21.1
2569,USC00519397,2017-03-17,0.0,22.2
2570,USC00519397,2017-03-18,0.0,20.6
2571,USC00519397,2017-03-19,0.0,22.8
2572,USC00519397,2017-03-20,0.0,23.9
2573,USC00519397,2017-03-21,0.0,23.9
2574,USC00519397,2017-03-22,0.0,23.3
2575,USC00519397,2017-03-23,0.0,21.1
2576,USC00519397,2017-03-24,0.5,22.8
2577,USC00519397,2017-03-25,0.0,24.4
2578,USC00519397,2017-03-26,0.0,24.4
2579,USC00519397,2017-03-27,0.0,23.9
2580,USC00519397,2017-03-28,0.0,25.0
2581,USC00519397,2017-03-29,0.0,24.4
2582,USC00519397,2017-03-30,0.0,25.0
2583,USC00519397,2017-03-31,0.0,24.4
2584,USC00519397,2017-04-01,0.0,24.4
2585,USC00519397,2017-04-02,0.0,24.4
2586,USC00519397,2017-04-03,0.0,25.0
2587,USC00519397,2017-04-04,0.0,24.4
2588,USC00519397,2017-04-05,0.0,25.6
2589,USC00519397,2017-04-06,0.0,25.0
2590,USC00519397,2017-04-07,0.0,25.0
2591,USC00519397,2017-04-08,0.0,25.0
2592,USC00519397,2017-04-09,0.0,22.2
2593,USC00519397,2017-04-10,0.0,23.9
2594,USC00519397,2017-04-11,0.0,26.1
2595,USC00519397,2017-04-12,0.0,25.6
2596,USC00519397,2017-04-13,0.0,25.0
2597,USC00519397,2017-04-14,6.6,23.9
2598,USC00519397,2017-04-15,0.3,22.8
2599,USC00519397,2017-04-16,0.0,23.3
2600,USC00519397,2017-04-17,0.5,23.3
